City name;City name (CDP);City name (carbonn);City name (PKU);City name (GEA);City name (UITP);City name (WB);Definition (CDP);Definition (carbonn);Definition (WB);Study year (WB);Reporting year (CDP);Scope-1 GHG emissions [tCO2 or tCO2-eq];Scope-1 source dataset;Scope-1 GHG emissions units;Year of emission;Emissions protocol;Gases included (CDP);Methodology details (CDP);Increase/Decrease from last year (CDP);Reason for increase/decrease in emissions (CDP);Scope-2 (CDP) [tCO2-eq];Total emissions (CDP) [tCO2-eq];CDP2016 data edited (CDP);Emissions Quality Flag (CDP);S1 lower bound [tCO2] (CDP);S1 upper bound [tCO2] (CDP);S1 mean (CDP) [tCO2];TOT lower bound [tCO2] (CDP);TOT upper bound [tCO2] (CDP);TOT mean (CDP) [tCO2];Scope fraction (CDP);CO2 emissions per capita (PKU) [tCO2/capita];City location (CDP) [degrees];Coordinate source (others);Country;Region;Population (CDP);Population year (CDP);Population (carbonn);Population year (carbonn);Urban population (PKU);Population (GEA);Population (UITP);Population (WB);Population year (WB);Population (others);Population year (others);Population source (others);Population 1950 (WB);Population 1990 (WB);Population 2010 (WB);Population growth rate 1950-2010 (WB) [people/60years];Population growth rate 1990-2010 (WB) [people/20years];Ancillary from GEA+;City area (CDP) [km2];City area (GEA) [km2];City area (WB) [km2];Built-up area (PKU) [km2];City area (others) [km2];City area source year (others);City area source (others);Population density (GEA) [people/km2];Population density (UITP) [people/km2];Population density (WB) [people/km2];Population/sqrt(area) (GEA) [people/km];Population/sqrt(area) (WB) [people/km];Average altitude [m];Average annual temperature (CDP) [degrees Celsius];Weather station ID (GEA+);CDD 23C (GEA+) [degrees C × days];HDD 15.5C (GEA+) [degrees C × days];HDD 15.5C (clim) [degrees C × days];CDD 23C (clim) [degrees C × days];GDP (CDP) [multiple units];GDP unit (CDP);GDP year (CDP);GDP source (CDP);GDP (carbonn) [multiple units];nGDP (carbonn) [multiple units];GDP unit (carbonn);GDP year (carbonn);GDP (PKU) [10000 RMB];Income per capita (PKU) [RMB/capita];GDP-PPP (others) [$BN];GDP-PPP/capita (others) [USD/capita];GDP-PPP source (others);GDP-PPP year (others);nGDP (others) [$BN];nGDP/capita (others) [USD/capita];nGDP source (others);nGDP year (others);GDP-PPP/capita (GEA) [USD/year];GDP-PPP/capita (UITP) [USD/year];GDP-PPP/capita (WB) [USD/year];Total final consumption per capita (GEA) [GJ/capita/yr];Energy per capita CO2 (WB) [tCO2-eq/capita/yr];Diesel price (GEA+) [USD/liter];Gasoline price (GEA+) [USD/liter];Center of commerce index (GEA+) [dimensionless];Household size (GEA+) [people/household];Household size year (GEA+);Household source (GEA+);Household size comment (GEA+);Urbanization ratio (GEA+) [percent];Water bounded (GEA+);Other bounded (GEA+);Mean one-way travel time (others) [minutes];Mean one-way travel time year (others);Mean one-way travel time source (others);Diesel price 2014 (others) [USD/liter];Gasoline price 2014 (others) [USD/liter];Household size (others) [people/household];Household size year (others);Household size source (others);Household size comment (others);Congestion rank (INRIX) [dimensionless];Peak hours spent in congestion (INRIX) [hours];INRIX congestion index (INRIX) [dimensionless];Average congestion rate (INRIX) [percent];Congestion rank (TomTom) [dimensionless];Congestion level (TomTom) [× 100 percent];Congestion change (TomTom) [× 100 percent];Morning peak (TomTom) [percent];Evening peak (TomTom) [percent];Economy (IESE) [dimensionless];Environment (IESE) [dimensionless];Governance (IESE) [dimensionless];Human capital (IESE) [dimensionless];International impact (IESE) [dimensionless];Mobility and transportation (IESE) [dimensionless];Public management (IESE) [dimensionless];Social cohesion (IESE) [dimensionless];Technology (IESE) [dimensionless];Urban planning (IESE) [dimensionless];CIMI (IESE) [dimensionless];CIMI ranking (IESE) [dimensionless];CIMI performance (IESE) [dimensionless];Urban area name (UEX);Low BUA - 1990 (UEX) [km2];Low BUA - 2000 (UEX) [km2];Low BUA - 2014 (UEX) [km2];High BUA - 1990 (UEX) [km2];High BUA - 2000 (UEX) [km2];High BUA - 2014 (UEX) [km2];Low BUA % - 1990 (UEX) [percent];Low BUA % - 2000 (UEX) [percent];Low BUA % - 2014 (UEX) [percent];High BUA % - 1990 (UEX) [percent];High BUA % - 2000 (UEX) [percent];High BUA % - 2014 (UEX) [percent];Low BUA population density - 1990 (UEX) [people/km2];High BUA population density - 1990 (UEX) [people/km2];Low BUA population density - 2000 (UEX) [people/km2];High BUA population density - 2000 (UEX) [people/km2];Low BUA population density - 2014 (UEX) [people/km2];High BUA population density - 2014 (UEX) [people/km2];Exports (others) [m3];Production (others) [m3];Natgas Export/Production ratio (others);CH4_waste/capita (others) [tCH4/capita];CH4_waste+natgas/capita (others) [tCH4/capita];Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita];Year from CIA (others);AQF (CDP/GEA);AQF (CDP/WB);AQF (CDP/OTHERS);AQF (PKU/GEA);AQF (PKU/WB);AQF (PKU/OTHERS);PQF (CDP);PQF (carbonn);PQF (WB);PQF (WB2010);PQF (OTHERS);HQF (GEA+);HQF (OTHERS)
Nancy;Communauté urbaine du Grand Nancy;;;;;;A metropolitan area;;;;2016;;CDP;tCO2-eq;2016;Other;"CO2;CH4;N2O;HFCs;PFCs;SF6";http://www.citepa.org/fr/activites/inventaires-des-emissions/secten;;;;2150000.0;;D;;;;1997781.966284;2085974.4635299998;2041878.214907;;;48.692054,6.184417;https://en.wikipedia.org/wiki/Nancy,_France;France;Europe;265000.0;2014.0;;;;;;;;260665.0;2014;(Greater Nancy) https://en.wikipedia.org/wiki/M%C3%A9tropole_du_Grand_Nancy;;;;;;;142.3;;;;142.3;;https://en.wikipedia.org/wiki/M%C3%A9tropole_du_Grand_Nancy;;;;;;212.0;10.5;;;;2280;6;;EUR     Euro;2015;;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;24.0;2013;;1.63;1.79;1.9;2012;eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en];;820.0;9.0;1.6;3.5%;-;0.2;0.03;32%;39%;;;;;;;;;;;;;;Communauté urbaine du Grand Nancy Urban Area;26.25;27.6875;27.5625;69.6875;72.5625;76.75;0.273615635179153;0.276184538653367;0.26423007789095304;0.726384364820847;0.7238154613466331;0.735769922109047;265.342371312966;5035.91219519781;286.996392973701;3616.6554165888597;240.442613291843;3336.16603075953;770000000.0;1566000000.0;0.49;0.0086287785;0.032012112;0.020514559800000002;2004.0;;;1.0;;;;1.0;;;;1.0;;1.0
Goiânia;City of Goiânia;;;;;;Administrative boundary of a local government;;;;2016;;CDP;tCO2-eq;2010;Other;;"The Protocol for Global Community - Scale GHG Emissions (GPC 2012) was used as standard for the categorization and allocation of emissions and aggregation of results. The GPC consists of a compilation of guidelines for the preparation of municipal inventories of GHG emissions. The GPC 2012 shares the terminology of various international programs reporting of emissions, including the C40 Cities Climate Leadership Group, the International Local Government GHG Emissions Analysis Protocol (IEAP-ICLEI) and the GHG Protocol Corporate Accounting and Reporting Standard. Moreover, GPC 2012 converses directly with the IPCC 2006 Guidelines for National GHG Inventories. Aiming at a broad identification of emission sources and the establishment of a flow of information necessary for the completion of this study, four teams were created themes, being: stationary units, mobile units, and waste, industrial processes and product uses. The teams were grouped in four thematic workshops held between 26 and 27 June 2012 at the Administrative Center of the city of Goiania. During the implementation of these workshops were identified institutions and those responsible for sending the information necessary for calculations of emissions of greenhouse gases in the municipality.
For calculations of GHG emissions used the IPCC Inventory Software (IIS) version 2.0, a software developed and provided by the Intergovernmental Panel on Climate Change (IPCC). The data were placed on the software as a correspondence between GPC and IPCC categories, except in the case of the activities of electricity consumption (scope 2 emissions, the GPC category that has no corresponding IPCC - these emissions have been included in Section 5 – other). Another category that deserves observation refers to the disposal of solid waste in landfills. For this category we used the GPC, which allocates all expected emissions inventory in the year in which the waste is landfilled, IIS was not used for the calculation of this emission source.";;;;2016320.0;;D;;;;995361.377276226;1096278.1797330151;1045819.7785046204;;;-16.6868912,-49.2647943;https://en.wikipedia.org/wiki/Goi%C3%A2nia;Brazil;Latin America & Caribbean;2173141.0;2010.0;;;;;;;;2458504.0;2016;(Metro) https://en.wikipedia.org/wiki/Goi%C3%A2nia;;;;;;;739.0;;;;739.0;2016;(Metro) https://en.wikipedia.org/wiki/Goi%C3%A2nia;;;;;;749.0;23.2;;;;0;61;30131330.0;BRL     Brazilian Real;2010;IBGE - Brazilian Institute of Geography and Statistical;;;;;;;;;;2008;23.0;10584.44546709618;[19];;;;;;;;;;;;;;;;;;;;1.02;1.27;3.07229542712498;2010;http://cod.ibge.gov.br/21UXA    (population est 2016 1.448.639, BUT CDP ESTIMATES 2,173,141 (Metro area)) 2010 census;;;;;;;;;;;;;;;;;;;;;;;;City of Goiânia Urban Area;178.875;179.5625;189.625;299.625;356.125;423.75;0.373824451410658;0.335200093338;0.309150193600978;0.6261755485893421;0.664799906662;0.690849806399022;802.5583628360271;6190.48440100835;575.864769854766;4097.98930508005;502.04524542290994;4870.120653571071;11700000000.0;17030000000.0;0.6900000000000001;0.015120342600000001;0.0204194776;0.0167788505;;;;1.0;;;;1.0;;;;0.0;;1.0
Nanchang;;;Nanchang;Nanchang;;;;;;;;2484926.25;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;0.75;;wikipedia;China;East Asia;;;;;3313235.0;4839599.999999999;;;;2357839.0;;wikipedia, urban values;;;;;;1.0;;7372.0;;300.9;617.0;;(urban), from wikipedia;656.4839934888766;;;56365.946589130974;;;;ZSCN;756.0;974.0;988;592;;;;;;;;;15009763.999999998;38344.43;0.00075;;[1];2014;5.0;2631.57894737;[19];;7090.736905168897;;;42.58607130629218;;1.01;0.99;;3.61;2003.0;http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf;"For ""Jiangxi""";42.522;0.0;Mountains, Large River;;;;1.09;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;Nanchang Urban Area;298.375;353.8125;406.4375;208.0;267.375;400.875;0.58923722537645;0.5695744038635681;0.5034450723852291;0.41076277462354904;0.43042559613643205;0.49655492761477105;1830.33475960076;14281.1846911797;1164.23364819161;10070.538084921;983.771899363318;8499.94421020118;;;;;;;;;;;0.0;;0.0;;;;;;1.0;
Kaifeng;;;Kaifeng;;;;;;;;;882357.931934;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;0.532027760301999;;wikipedia;China;East Asia;;;;;1658481.0;;;;;826961.0;;wikipedia, urban values;;;;;;;;;;74.9;546.4;;(urban), from wikipedia;;;;;;;;;;;1634;425;;;;;;;;;2174801.0;24873.49;;;;2008;;;;;;;;;;;;;;;;;;;;;;;1.09;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaifeng Urban Area;60.1875;74.6875;83.625;77.625;87.875;110.0;0.43673469387755104;0.45943867743175704;0.431891542930922;0.5632653061224491;0.5405613225682431;0.5681084570690771;900.469243012066;6378.033476211229;1750.22053751851;9435.68033227608;1182.21973324092;7806.268103443491;;;;;;;;;;;;;0.0;;;;;;;
Columbus;City of Columbus;;;;;;Administrative boundary of a local government;;;;2016;5487400.0;CDP;tCO2-eq;2015;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";Basic Reporting.;Decreased;Greenhouse gas emissions increased 5% since our baseline emission inventory of 2013,but decreased since the 2014 inventory by 4%.;5496200.0;10983600.0;;A;4652603.755051421;5073123.545940367;4862863.650495893;10148803.755051421;10569323.545940362;10359063.65049589;1.0;;39.9611755,-82.9987942;https://en.wikipedia.org/wiki/Columbus,_Ohio;USA;North America;835957.0;2014.0;;;;;;;;860090.0;2016;https://www.census.gov/quickfacts/fact/table/columbuscityohio/PST045216;;;;;;;563.0;;;;562.4681283;2010;https://www.census.gov/quickfacts/fact/table/columbuscityohio/PST045216;;;;;;275.0;11.6;;;;627;48;108088999999.99998;USD     US Dollar;2014;https://development.ohio.gov/files/research/E1001.pdf;;;;;;;108.904;54780.0;[1];2014;89.0;48264.64208242951;[19];;;;;;;;;;;;;;;;;21.4;(2011-2015);;0.97;0.86;2.4;2011-2015;https://www.census.gov/quickfacts/fact/table/columbuscityohio/PST045216;;318.0;22.0;3.6;5.7%;164;0.16;0.01;26%;45%;;;;;;;;;;;;;;City of Columbus Urban Area;437.4375;451.9375;436.625;618.4375;808.1875;939.9375;0.41428909672072906;0.35864497569685405;0.317185017026107;0.585710903279271;0.6413550243031451;0.6828149829738931;371.632853431314;1651.4636026224896;308.772918878989;1287.9826604974;231.119487393281;1401.45653585681;42870000000.0;766200000000.0;0.06;0.017698981699999002;0.036729479100000004;0.0356646952;;;;1.0;;;;1.0;;;;1.0;;1.0
Liaoyang;;;Liaoyang;;;;;;;;;584207.552929;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;0.562260826104;;wikipedia;China;East Asia;;;;;1039033.0;;;;;527850.0;;wikipedia, urban values;;;;;;;;;;81.2;210.0;;(urban), from wikipedia;;;;;;;;;;;3427;86;;;;;;;;;3784717.0;34104.15;;;;2008;;;;;;;;;;;;;;;;;;;;;;;1.09;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;see: Anshan Urban Area;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;
Taoyuan;Taoyuan City Hall;;;;;;Administrative boundary of a local government;;;;2017;21143194.599999998;CDP;tCO2-eq;2014;2006 IPCC Guidelines for National Greenhouse Gas Inventories;"CO2;CH4;N2O;HFCs;PFCs;SF6;NF3";For level of confidence, we multiply the accuracy level of collected activity data by the accuracy level of emission coefficients used.Accuracy level classification for activity data:?H?Regional statistics data :1?M?Cities statistics data:2?L?Central statistics data:3Accuracy level classification for emission coefficients:?H?Regional emission coefficients: 1 ?M?National emission coefficients: 2?L?International emission coefficients: 3The overall result is 5.13, the score falls within range 4-7, which was classified as medium level of confidence;Increased;"Our industry is growing continuously,so our total emission is slowly increasing. The sectors with increasing emissions are: industrial energy (fuel) by 14.2%; industrial processes and product use by 12.1%; buildings and AFOLU by 3.7%. The sectors with emission reductions are: agriculture by 0.4%; industrial energy (electricity) by 0.04%.";14621331.420000002;35764526.0208;Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).;A;20243259.079620462;20364053.546570543;20303656.313095503;34864590.50042046;34985384.96737054;34924987.73389549;1.0;;24.993628,121.30098;https://en.wikipedia.org/wiki/Taoyuan,_Taiwan;Taiwan;East Asia;2153521.0;2017.0;;;;;;;;2116988.0;2014;(Special Municipality) https://en.wikipedia.org/wiki/Taoyuan,_Taiwan#cite_note-4;;;;;;;1220.9;;;;1220.95;;https://en.wikipedia.org/wiki/Taoyuan,_Taiwan#cite_note-2;;;;;;;23.0;;;;302;310;529600000000.0;USD     US Dollar;2014;World Bank;;;;;;;86.78200000000002;42168.0;[1];2014;;;;;;;;;;;;;;;;;;;;;;;0.98;0.98;2.89;2013;https://knoema.com/TWDS2014/development-statistics-of-taiwan-2013;;;;;;80;0.30000000000000004;0.04;42%;61%;;;;;;;;;;;;;;see: Taipei Urban Area;;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;0.012921381400000001;0.0149246533;0.0149246533;;;;1.0;;;;1.0;;;;1.0;;1.0
Thane;;Thane Municipal Corporation;;;;;;Municipality;;;;4077107.0;carbonn;tCO2-eq;2013;Community;;;;;;;;;;;;;;;;;;carbonn;India;South Asia;;;1886941.0;2011.0;;;;;;1886941.0;2011;Wikipedia;;;;;;;;;;;147.0;2011;Wikipedia;;;;;;;;;;;0;1359;;;;;;3702479663.3173;;;;;;;;;3.7024796633173;;carbonn, scaled to $BN USD;;;;;;;;;;;;;;;;;;;;0.91;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;Thane Urban Area;578.3125;591.0;567.75;857.5625;934.75;1066.5625;0.40275964133368203;0.38735048336883504;0.347393781788979;0.5972403586663181;0.6126495166311651;0.65260621821102;1723.70957267289;8392.27400658405;1323.68282337236;20315.1703958647;1634.4398503672305;21563.8879663851;;;;;;;;;;;;;;;1.0;;;1.0;;
Vancouver;City of Vancouver;;;;Vancouver;;Administrative boundary of a local government;;;;2016;2389748.0;CDP;tCO2-eq;2014;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";The City has compiled a GPC-compliant inventory for 2014 as a Compact of Mayors signatory.;Decreased;Community LDV emissions have decreased with declining fuel sales within the city. Also,continued increase in landfill gas capture efficiency,coupled with a decrease in overall electricity grid GHG intensity,reduced overall GHG emissions.;52855.0;2442602.0;;A;1147853.071159;1597900.335574;1372876.7033665;1200707.071159;1650754.335574;1425730.7033665;1.000000409399484;;49.261226,-123.1139268;https://en.wikipedia.org/wiki/Vancouver;Canada;North America;603500.0;2011.0;;;;;1898687.0;;;600000.0;2016;http://www.c40.org/cities/vancouver;;;;;;1.0;115.0;;;;115.0;2016;http://www.c40.org/cities/vancouver;;2161.0;;;;45.0;11.0;CYVR;;;1553;0;83600000000.0;CAD     Canadian Dollar;2015;"Conference Board of Canada (forecast); Vancouver Economic Commission";;;;;;;109.805;44337.0;[1];2014;102.0;42659.97490589712;[19];;;25793.02;;;;0.9;0.76;51.1;2.6;2006;http://www12.statcan.gc.ca/census-recensement/2006/dp-pd/tbt/Rp-eng.cfm?TABID=1&LANG=E&APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=001&GID=764018&GK=10&GRP=1&PID=89047&PRID=0&PTYPE=88971,97154&S=0&SHOWALL=0&SUB=0&Temporal=2006&THEME=69&VID=0&VNAMEE=&VNAMEF=&D1=;;80.122;1.0;;28.4;2011;2011 census, Table 2 in http://www12.statcan.gc.ca/nhs-enm/2011/as-sa/99-012-x/99-012-x2011003_1-eng.pdf;1.16;1.17;2.8;2011;"http://www12.statcan.ca/nhs-enm/2011/dp-pd/prof/details/page.cfm?Lang=E&Geo1=CSD&Code1=5915022&Data=Count&SearchText=vancouver&SearchType=Begins&SearchPR=59&A1=All&B1=Families%20and%20households&Custom=&amp;TABID=1#tabs2";;157.0;30.0;5.3;8.8%;34;0.39;0.05;54%;72%;28.0;28.0;3.0;46.0;40.0;68.0;20.0;41.0;66.0;46.0;79.7;21.0;RA;Vancouver Urban Area;272.5;275.1875;275.4375;666.875;693.3125;728.5;0.290086493679308;0.28413784202374803;0.274357218452343;0.7099135063206921;0.7158621579762521;0.725642781547655;586.6220772396949;2084.41120340965;271.268682170337;2454.59220123675;253.56529947798802;3053.65149105658;77960000000.0;151500000000.0;0.51;0.046860437000000005;0.10172751440000001;0.0734936045;;;;1.0;;;;1.0;;;;1.0;1.0;1.0
Incheon;Incheon Metropolitan City;;;;;;Administrative boundary of a local government;;;;2016;57719912.00000001;CDP;tCO2-eq;2015;Other;"CO2;CH4;N2O;HFCs;PFCs;SF6;NF3";Calculation Korea Environment Corporation municipal greenhouse gas emissions guidelines ver.4.0 (2015. January);Increased;GHG emissions saw a 2.2% increase due to a comprehensive increase in Scope 1 energy usage related to increase in population,households,GRDP,and motor vehicles caused by the development of new cities such as Songdo,Cheongna and Yeongjong.;12074228.0;69794140.0;;A;56407018.00585441;56806629.835168846;56606823.92051162;68481246.0058544;68880857.83516885;68681051.92051163;1.0;;37.456256,126.705206;https://en.wikipedia.org/wiki/Incheon;South Korea;East Asia;2983484.0;2015.0;;;;;;;;3002645.0;2017;https://en.wikipedia.org/wiki/Incheon#cite_note-1;;;;;;;1381.0;;;;1029.43;;https://en.wikipedia.org/wiki/Incheon;;;;;;26.0;12.7;;;;2416;103;68373000000000.0;KRW     South Korean Won;2014;KOSIS;;;;;;;845.9060000000002;34355.0;[1] The number is for Seoul-Incheon;2014;49.0;18400.30041306797;[19];;;;;;;;;;;;;;;;;42.7;2017;Big data analysis conducted by the nation’s No. 2 mobile carrier KT referenced in http://www.koreaherald.com/view.php?ud=20170621000809&mod=skb;1.37;1.55;2.65;2015;kostat.go.kr, downloaded file cer2015phc_incheon.pdf;;;;;;;;;;;;;;;;;;;;;;;;see: Soul Urban Area;;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;0.010932594300000001;0.0157162134;0.0157162134;;;;1.0;;;;1.0;;;;1.0;;1.0
Lyon;;Lyon Metropolis;;Lyon;Lyon;;;Independent intercommunality;;;;7191700.0;carbonn;tCO2-eq;2010;Community;;;;;;;;;;;;;;;;;;carbonn;France;Europe;;;1324637.0;2012.0;;1267086.0;1152259.0;;;1354476.0;2014;Wikipedia;;;;;;1.0;;954.19;;;533.68;2014;Wikipedia;1327.9179199111286;4742.0;;41019.33940799769;;;;LFLY;136.0;1760.0;2143;16;;;;;726491000000.0;843110059023.7191;USD;1971;;;;;;;87.80433000000002;45554.70757187743;[24];2012;39792.82151711553;41622.16;;135.85;;1.45;1.52;;1.99;2009.0;http://www.recensement.insee.fr/home.action;Calculation: pop/household (479787/240595);81.555;0.0;River, Mountains;;;;1.63;1.79;;;;;186.0;29.0;4.9;8.4%;87;0.29;0.03;55%;55%;;;;;;;;;;;;;;Lyon Urban Area;246.1875;257.8125;262.4375;469.5625;495.4375;519.625;0.34395738735592;0.342266843677398;0.3355710061536;0.656042612644079;0.6577331563226021;0.6644289938464;1008.5115450322197;3549.28371063878;169.27265375300502;2742.38776829463;175.65461890557899;2857.74136942317;;;;;;;;;;;;;;;1.0;;;1.0;1.0;
Ferrara;Comune di Ferrara;;;;;;Administrative boundary of a local government;;;;2016;;CDP;tCO2-eq;2007;2006 IPCC Guidelines for National Greenhouse Gas Inventories;"CO2;CH4;N2O;HFCs;PFCs;SF6;NF3";"The Baseline Emissions Inventory (BEI) was created according to the methodological instrument made available by Emilia-Romagna Region, with the technical-scientific support of the ARPA (Regional Agency for the Prevention and the Environment) within the Climate Plans regional work group, in which the Municipality of Ferrara participates. The cognitive foundation for producing the inventory is represented by the regional inventory of greenhouse gas emissions, created by the Emilia-Romagna Region and ARPA Emilia-Romagna, according to the standard methods of estimation recognised on an international level (IPCC, CORINAIR). To construct this regional inventory, the INEMAR software was used (INventario EMissioni ARia: Air Emissions Inventory), which consists of an application system created to estimate the emissions of various pollutants, for various types of activity (e.g.: heating, traffic, agriculture and industry) and by type of fuel, according to the international classification adopted in the field of EMEP-CORINAIR inventories. As envisaged by the Intergovernmental Panel on Climate Change (IPCC) Guidelines, in order to calculate emissions, the “bottom‐up” method was used, based on the sector end-use of fuels. In those cases where it was not possible to obtain accurate data, particularly concerning territorial data, a ""top-down"" approach was used, resorting to statistical processing of data aggregated at a provincial level. The overall picture of emissions of the Terre Estensi Association was built from the emissions inventory of the individual Municipalities of Ferrara, Masi Torello and Voghiera that constitute the Association, making the sum of the contributions of the three Municipalities. In line with the agreements within the Regional Work Group on Climate Plans, the year 2007 was chosen as a baseline reference year. The classification of the sources was created in accordance with the Cartesio Guidelines, which correspond with the ICLEI Protocol and ISO 14064.";Decreased;Measures foreseen in the SEAP has been properly implemented.;;1582605.13;;D;;;;1526258.5072351058;1540164.9477402938;1533211.7274876996;;;44.8357395,11.6189949;https://en.wikipedia.org/wiki/Ferrara;Italy;Europe;133155.0;2015.0;;;;;;;;132499.0;2017;https://it.wikipedia.org/wiki/Ferrara#cite_note-template_divisione_amministrativa-abitanti-1;;;;;;;404.0;;;;404.38;;https://it.wikipedia.org/wiki/Ferrara;;;;;;9.0;15.5;;;;1724;79;;;;;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;;;;2.01;2.14;2.0;2013;eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en];;970.0;6.0;1.2;2.9%;;;;;;;;;;;;;;;;;;;Comune di Ferrara Urban Area;36.0;45.0;54.4375;35.75;39.5625;49.125;0.5017421602787461;0.532150776053215;0.525648762824381;0.49825783972125404;0.467849223946785;0.47435123717561806;401.27280805053596;4444.32836532181;274.371216393241;2717.1168437554;204.733466405342;1980.04527205062;68000000.0;7800000000.0;0.01;0.011383130900000002;0.015145862400000001;0.015113059100000001;;;;1.0;;;;0.0;;;;0.0;;1.0
Los Angeles;City of Los Angeles;;;Los Angeles;Los Angeles;Los Angeles;Administrative boundary of a local government;;County;2000.0;2016;19595119.0;CDP;tCO2-eq;2013;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";;Decreased;Two primary reasons for the slight reduction are reduction in GHG intensity of electricity system and increased fuel economy of light duty vehicles. From 1990,the decline of manufacturing withing LA city limits also contributed to the decline.;9429688.0;29024807.0;S1 derived from TOT - S2 in CDP2016 dataset;C;15671710.36281692;17648086.02294191;16659898.192879412;25101398.36281692;27077774.02294191;26089586.192879412;1.0;;34.0522342,-118.2436849;https://en.wikipedia.org/wiki/Los_Angeles;USA;North America;3928864.0;2014.0;;;;9519338.0;9077853.0;9519338.0;2000.0;3976322.0;2016;https://www.census.gov/quickfacts/fact/table/losangelescitycalifornia,US/PST045216;4046000.0;10883000.0;13223000.0;1.019933215324456;1.00978535649184;1.0;1215.0;;10517.6;;1213.8506132999998;;https://www.census.gov/quickfacts/fact/table/losangelescitycalifornia,US/PST045216;8225.0;2411.0;905.0865216399178;;92821.46582948738;95.0;18.0;KCQT;202.0;371.0;1154;528;797697000000.0;USD     US Dollar;2014;US Dept of Commerce (LA Metro Area);;;;;;;860.452;65082.0;[1];2014;731.8;56905.13219284602;[3], [19];;51923.012230266446;28242.79;51923.012230266446;163.47304875831492;8.8;0.78;0.56;55.73;2.98;2010.0;http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table;metro area;80.73100000000002;1.0;;28.6;2013;TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf);0.97;0.86;2.84;2011-2015;https://www.census.gov/quickfacts/fact/table/losangelescitycalifornia/PST045216;;1.0;104.0;18.6;12.7%;12;0.45;0.04;62%;84%;5.0;130.0;11.0;5.0;36.0;130.0;13.0;126.0;15.0;36.0;80.82;18.0;RA;Los Angeles Urban Area;1143.5625;1170.375;1174.375;5518.3125;5721.5;5965.8125;0.17165775401069502;0.16981953387140702;0.164473972147089;0.8283422459893051;0.8301804661285931;0.83552602785291;190.08352885378102;2395.2880599804002;155.470536339756;2419.34068581019;112.38600513586799;2557.0863886613;42870000000.0;766200000000.0;0.06;0.017698981699999002;0.036729479100000004;0.0356646952;;;0.0;1.0;;;;1.0;;0.0;1.0;1.0;1.0;1.0
